,NeighbourhoodCode,Year,Month,ResponseTimeScore,SlowResponseTimePenalty,DayC,NightC,Rain Days,Rainfall(mm),Daylight hours,NuisanceReportsCriminal,NuisanceReportsNonCriminal,NetLaborParticipation,FlexibleContracts,SelfContract,PopulationEduLow,PopulationEduMedium,PopulationEduHigh,y0-15%,y15-25%,y65-%,Peoplewithmigrationbackgroud%,Averagepeopleperhousehold,Populationdensitykm2,AverageWOZ-valueofhouses(x1000euro),Percentuninhabited(%),Rentalproperies(%),Tradeandcatering%,Culture/recreationproperies%,Carsperhousehold,UrbanityLevel,Inhabitants,Benches,Lights,POI,PropertyCrimesTotal,PropertyCrimesRelPop,PropertyCrimesRelCity,ViolentCrimesTotal,ViolentCrimesRelPop,ViolentCrimesRelCity,BurglariesTotal,BurglariesRelPop,BurglariesRelCity
0,Bavel,2012,1,0.0,1.0,5,2,7,24.7,8.5,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,30.0,9.0973,3.881,4.0,1.213,7.8431,5.0,1.5162,6.6667
1,Bavel,2012,2,0.0,1.0,6,1,6,19.2,10.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,27.0,5.1551,2.1992,0.0,0.0,0.0,2.0,0.6065,2.6667
2,Bavel,2012,3,0.0,1.0,11,3,6,18.8,12.0,0,5,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,35.0,4.8519,2.0699,5.0,0.0,0.0,2.0,0.6065,2.6667
3,Bavel,2012,4,0.0,1.0,14,6,4,14.4,14.0,0,4,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,25.0,3.3357,1.423,2.0,0.0,0.0,1.0,0.3032,1.3333
4,Bavel,2012,5,0.0,1.0,17,9,7,22.8,15.5,1,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,16.0,10.3103,4.3984,1.0,0.6065,3.9216,5.0,1.5162,6.6667
5,Bavel,2012,6,0.0,1.0,21,12,7,31.0,16.5,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,25.0,13.0395,5.5627,2.0,1.213,7.8431,2.0,0.6065,2.6667
6,Bavel,2012,7,0.0,1.0,23,14,7,28.9,16.0,1,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,16.0,1.8195,0.7762,1.0,0.0,0.0,1.0,0.3032,1.3333
7,Bavel,2012,8,0.0,1.0,23,14,7,29.2,14.5,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,24.0,0.3032,0.1294,1.0,0.3032,1.9608,0.0,0.0,0.0
8,Bavel,2012,9,0.0,1.0,19,12,6,21.0,12.5,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,Bavel,2012,10,0.0,1.0,15,9,7,25.8,11.0,0,4,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,58.0,0.3032,0.1294,1.0,0.0,0.0,0.0,0.0,0.0
10,Bavel,2012,11,0.0,1.0,10,6,8,24.0,9.0,0,4,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,27.0,34.5698,14.7477,1.0,2.1227,13.7255,5.0,1.5162,6.6667
11,Bavel,2012,12,0.0,1.0,6,3,8,29.2,8.0,0,3,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,19.0,6.3681,2.7167,2.0,0.0,0.0,3.0,0.9097,4.0
12,Bavel,2013,1,0.0,1.0,5,2,7,24.7,8.5,0,4,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Bavel,2013,2,0.0,1.0,6,1,6,19.2,10.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,39.0,3.3357,1.423,3.0,0.3032,1.9608,5.0,1.5162,6.6667
14,Bavel,2013,3,0.0,1.0,11,3,6,18.8,12.0,0,2,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,14.0,3.9422,1.6818,3.0,0.3032,1.9608,0.0,0.0,0.0
15,Bavel,2013,4,0.0,1.0,14,6,4,14.4,14.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,8.0,3.9422,1.6818,0.0,0.0,0.0,5.0,1.5162,6.6667
16,Bavel,2013,5,0.0,1.0,17,9,7,22.8,15.5,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,17.0,2.4259,1.0349,2.0,0.3032,1.9608,0.0,0.0,0.0
17,Bavel,2013,6,0.0,1.0,21,12,7,31.0,16.5,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,30.0,0.0,0.0,0.0,0.3032,1.9608,0.0,0.0,0.0
18,Bavel,2013,7,0.0,1.0,23,14,7,28.9,16.0,1,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,8.0,6.3681,2.7167,0.0,0.0,0.0,3.0,0.9097,4.0
19,Bavel,2013,8,0.0,1.0,23,14,7,29.2,14.5,0,2,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,25.0,2.7292,1.1643,4.0,0.0,0.0,0.0,0.0,0.0
20,Bavel,2013,9,0.0,1.0,19,12,6,21.0,12.5,1,4,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,25.0,0.3032,0.1294,1.0,0.0,0.0,0.0,0.0,0.0
21,Bavel,2013,10,0.0,1.0,15,9,7,25.8,11.0,0,2,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,39.0,2.4259,1.0349,0.0,0.0,0.0,0.0,0.0,0.0
22,Bavel,2013,11,0.0,1.0,10,6,8,24.0,9.0,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,35.0,2.7292,1.1643,1.0,0.6065,3.9216,0.0,0.0,0.0
23,Bavel,2013,12,0.0,1.0,6,3,8,29.2,8.0,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,28.0,5.4584,2.3286,1.0,0.0,0.0,0.0,0.0,0.0
24,Bavel,2014,1,0.0,1.0,5,2,7,24.7,8.5,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,31.0,4.2454,1.8111,1.0,0.0,0.0,2.0,0.6065,2.6667
25,Bavel,2014,2,0.0,1.0,6,1,6,19.2,10.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,11.0,9.7038,4.1397,1.0,1.213,7.8431,5.0,1.5162,6.6667
26,Bavel,2014,3,0.0,1.0,11,3,6,18.8,12.0,1,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,20.0,0.3032,0.1294,1.0,0.0,0.0,0.0,0.0,0.0
27,Bavel,2014,4,0.0,1.0,14,6,4,14.4,14.0,0,2,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,29.0,1.8195,0.7762,2.0,0.0,0.0,3.0,0.9097,4.0
28,Bavel,2014,5,0.0,1.0,17,9,7,22.8,15.5,1,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,12.0,2.1227,0.9056,0.0,0.0,0.0,0.0,0.0,0.0
29,Bavel,2014,6,0.0,1.0,21,12,7,31.0,16.5,1,3,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,15.0,0.6065,0.2587,3.0,0.0,0.0,0.0,0.0,0.0
30,Bavel,2014,7,0.0,1.0,23,14,7,28.9,16.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,28.0,7.5811,3.2342,3.0,0.3032,1.9608,3.0,0.9097,4.0
31,Bavel,2014,8,0.0,1.0,23,14,7,29.2,14.5,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Bavel,2014,9,0.0,1.0,19,12,6,21.0,12.5,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,17.0,0.6065,0.2587,1.0,0.0,0.0,0.0,0.0,0.0
33,Bavel,2014,10,0.0,1.0,15,9,7,25.8,11.0,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,19.0,1.213,0.5175,1.0,0.0,0.0,1.0,0.3032,1.3333
34,Bavel,2014,11,0.0,1.0,10,6,8,24.0,9.0,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,25.0,2.7292,1.1643,0.0,0.3032,1.9608,0.0,0.0,0.0
35,Bavel,2014,12,0.0,1.0,6,3,8,29.2,8.0,1,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,10.0,0.9097,0.3881,0.0,0.6065,3.9216,0.0,0.0,0.0
36,Bavel,2015,1,0.0,1.0,5,2,7,24.7,8.5,1,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,21.0,3.0324,1.2937,2.0,0.0,0.0,0.0,0.0,0.0
37,Bavel,2015,1,0.93,1.0,5,2,7,24.7,8.5,1,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,21.0,3.0324,1.2937,2.0,0.0,0.0,0.0,0.0,0.0
38,Bavel,2015,2,0.0,1.0,6,1,6,19.2,10.0,2,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,29.0,0.9097,0.3881,4.0,0.0,0.0,0.0,0.0,0.0
39,Bavel,2015,2,0.9,1.7000000000000002,6,1,6,19.2,10.0,2,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,29.0,0.9097,0.3881,4.0,0.0,0.0,0.0,0.0,0.0
40,Bavel,2015,3,0.0,1.0,11,3,6,18.8,12.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,17.0,9.7038,4.1397,1.0,0.6065,3.9216,3.0,0.9097,4.0
41,Bavel,2015,3,0.94,1.1,11,3,6,18.8,12.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,17.0,9.7038,4.1397,1.0,0.6065,3.9216,3.0,0.9097,4.0
42,Bavel,2015,4,0.0,0.0,14,6,4,14.4,14.0,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,12.0,4.8519,2.0699,1.0,0.3032,1.9608,1.0,0.3032,1.3333
43,Bavel,2015,4,0.94,0.8,14,6,4,14.4,14.0,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,12.0,4.8519,2.0699,1.0,0.3032,1.9608,1.0,0.3032,1.3333
44,Bavel,2015,5,0.0,2.0,17,9,7,22.8,15.5,0,3,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,13.0,2.1227,0.9056,1.0,0.0,0.0,0.0,0.0,0.0
45,Bavel,2015,5,0.89,2.3000000000000003,17,9,7,22.8,15.5,0,3,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,13.0,2.1227,0.9056,1.0,0.0,0.0,0.0,0.0,0.0
46,Bavel,2015,6,0.0,1.0,21,12,7,31.0,16.5,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,17.0,8.7941,3.7516,1.0,0.3032,1.9608,2.0,0.6065,2.6667
47,Bavel,2015,6,0.95,1.4,21,12,7,31.0,16.5,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,17.0,8.7941,3.7516,1.0,0.3032,1.9608,2.0,0.6065,2.6667
48,Bavel,2015,7,0.0,1.0,23,14,7,28.9,16.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,21.0,3.0324,1.2937,0.0,0.0,0.0,1.0,0.3032,1.3333
49,Bavel,2015,7,0.88,1.9,23,14,7,28.9,16.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,21.0,3.0324,1.2937,0.0,0.0,0.0,1.0,0.3032,1.3333
50,Bavel,2015,8,0.0,2.0,23,14,7,29.2,14.5,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,19.0,8.1876,3.4929,0.0,0.0,0.0,1.0,0.3032,1.3333
51,Bavel,2015,8,0.89,2.3,23,14,7,29.2,14.5,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,19.0,8.1876,3.4929,0.0,0.0,0.0,1.0,0.3032,1.3333
52,Bavel,2015,9,0.0,3.0,19,12,6,21.0,12.5,0,2,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Bavel,2015,9,0.82,3.8,19,12,6,21.0,12.5,0,2,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Bavel,2015,10,0.0,3.0,15,9,7,25.8,11.0,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,24.0,5.1551,2.1992,2.0,0.0,0.0,1.0,0.3032,1.3333
55,Bavel,2015,10,0.82,3.4,15,9,7,25.8,11.0,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,24.0,5.1551,2.1992,2.0,0.0,0.0,1.0,0.3032,1.3333
56,Bavel,2015,11,0.0,2.0,10,6,8,24.0,9.0,1,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,20.0,7.8843,3.3635,0.0,1.5162,9.8039,1.0,0.3032,1.3333
57,Bavel,2015,11,0.88,2.1,10,6,8,24.0,9.0,1,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,20.0,7.8843,3.3635,0.0,1.5162,9.8039,1.0,0.3032,1.3333
58,Bavel,2015,12,0.0,1.0,6,3,8,29.2,8.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,13.0,3.9422,1.6818,0.0,0.6065,3.9216,2.0,0.6065,2.6667
59,Bavel,2015,12,0.89,1.8,6,3,8,29.2,8.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,13.0,3.9422,1.6818,0.0,0.6065,3.9216,2.0,0.6065,2.6667
60,Bavel,2016,1,0.88,3.3,5,2,7,24.7,8.5,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,17.0,5.1551,2.1992,0.0,1.213,7.8431,2.0,0.6065,2.6667
61,Bavel,2016,2,0.85,3.4000000000000004,6,1,6,19.2,10.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,12.0,0.3032,0.1294,0.0,0.0,0.0,0.0,0.0,0.0
62,Bavel,2016,3,0.88,2.3,11,3,6,18.8,12.0,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Bavel,2016,4,0.88,2.2,14,6,4,14.4,14.0,0,2,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,14.0,2.7292,1.1643,1.0,0.0,0.0,0.0,0.0,0.0
64,Bavel,2016,5,0.9,1.9,17,9,7,22.8,15.5,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,15.0,1.5162,0.6468,2.0,0.0,0.0,1.0,0.3032,1.3333
65,Bavel,2016,6,0.83,3.1,21,12,7,31.0,16.5,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,15.0,5.4584,2.3286,3.0,0.6065,3.9216,3.0,0.9097,4.0
66,Bavel,2016,7,0.89,1.7000000000000002,23,14,7,28.9,16.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,15.0,6.9746,2.9754,1.0,0.6065,3.9216,4.0,1.213,5.3333
67,Bavel,2016,8,0.9,1.5000000000000002,23,14,7,29.2,14.5,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,11.0,8.1876,3.321,2.0,0.0,0.0,1.0,0.3032,1.4085
68,Bavel,2016,9,0.84,3.2,19,12,6,21.0,12.5,1,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,27.0,4.2454,1.722,0.0,0.0,0.0,0.0,0.0,0.0
69,Bavel,2016,10,0.85,3.6,15,9,7,25.8,11.0,1,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,33.0,7.2778,2.952,1.0,0.0,0.0,2.0,0.6065,2.8169
70,Bavel,2016,11,0.84,3.0,10,6,8,24.0,9.0,1,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,7.0,1.8195,0.738,5.0,0.0,0.0,0.0,0.0,0.0
71,Bavel,2016,12,0.81,3.6000000000000005,6,3,8,29.2,8.0,1,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,16.0,7.2778,2.952,2.0,0.6065,3.1746,5.0,1.5162,7.0423
72,Bavel,2017,1,0.89,1.4,5,2,7,24.7,8.5,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,11.0,11.8265,4.797,0.0,0.6065,3.1746,6.0,1.8195,8.4507
73,Bavel,2017,2,0.86,3.2,6,1,6,19.2,10.0,0,3,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,8.0,0.6065,0.246,1.0,0.0,0.0,0.0,0.0,0.0
74,Bavel,2017,3,0.9,1.7000000000000002,11,3,6,18.8,12.0,0,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,13.0,0.3032,0.123,0.0,0.6065,3.1746,0.0,0.0,0.0
75,Bavel,2017,4,0.87,2.6,14,6,4,14.4,14.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,15.0,1.213,0.492,0.0,0.0,0.0,1.0,0.3032,1.4085
76,Bavel,2017,5,0.89,1.8000000000000005,17,9,7,22.8,15.5,1,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,5.0,0.3032,0.123,3.0,0.0,0.0,0.0,0.0,0.0
77,Bavel,2017,6,0.88,1.7000000000000002,21,12,7,31.0,16.5,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,9.0,44.8801,18.2042,0.0,4.5487,23.8095,5.0,1.5162,7.0423
78,Bavel,2017,7,0.86,2.9,23,14,7,28.9,16.0,1,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,9.0,7.2778,2.952,0.0,0.9097,4.7619,3.0,0.9097,4.2254
79,Bavel,2017,8,0.86,2.8,23,14,7,29.2,14.5,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,4.0,0.3032,0.123,1.0,0.0,0.0,0.0,0.0,0.0
80,Bavel,2017,9,0.88,1.9,19,12,6,21.0,12.5,1,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,15.0,1.8195,0.738,1.0,0.3032,1.5873,0.0,0.0,0.0
81,Bavel,2017,10,0.85,2.6,15,9,7,25.8,11.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,26.0,3.0324,1.23,0.0,0.0,0.0,1.0,0.3032,1.4085
82,Bavel,2017,11,0.87,2.3,10,6,8,24.0,9.0,1,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,15.0,2.7292,1.107,0.0,0.3032,1.5873,1.0,0.3032,1.4085
83,Bavel,2017,12,0.86,3.1000000000000005,6,3,8,29.2,8.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,3.0,0.9097,0.369,2.0,0.0,0.0,2.0,0.6065,2.8169
84,Bavel,2018,1,0.87,2.1,5,2,7,24.7,8.5,1,1,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,17.0,2.4259,0.984,0.0,0.0,0.0,0.0,0.0,0.0
85,Bavel,2018,2,0.9,1.7000000000000002,6,1,6,19.2,10.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,17.0,4.8519,1.968,0.0,0.0,0.0,2.0,0.6065,2.8169
86,Bavel,2018,3,0.87,2.7,11,3,6,18.8,12.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,5.0,0.9097,0.369,2.0,0.0,0.0,0.0,0.0,0.0
87,Bavel,2018,4,0.88,2.1,14,6,4,14.4,14.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Bavel,2018,5,0.86,3.0,17,9,7,22.8,15.5,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,23.0,1.213,0.492,0.0,0.0,0.0,0.0,0.0,0.0
89,Bavel,2018,6,0.84,4.0,21,12,7,31.0,16.5,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,6.0,5.1551,2.091,0.0,0.0,0.0,2.0,0.6065,2.8169
90,Bavel,2018,7,0.84,2.9,23,14,7,28.9,16.0,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,11.0,2.1227,0.861,1.0,0.3032,1.5873,0.0,0.0,0.0
91,Bavel,2018,8,0.85,2.4000000000000004,23,14,7,29.2,14.5,1,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,6.0,3.9422,1.599,0.0,0.0,0.0,1.0,0.3032,1.4085
92,Bavel,2018,9,0.85,2.6,19,12,6,21.0,12.5,0,0,71,23,17,14,30,28,0.164,0.175,0.236,0.112,2.4,3109,442,2,27,0.141,0.089,1.3,0.25,5445,66,1253,22,8.0,9.0973,3.69,1.0,0.6065,3.1746,3.0,0.9097,4.2254
